stock_number,retail_country,rating_scale,rates,make,model,mileage_cluster,mileage,horsepower,built_year,esp,fueltype,geartype,body_type
TX33598,DE,4,4- A little high,Mercedes-Benz,GLB-Klasse,60-70k,60627,150,2020,38290.0,Diesel,Gear type automatic,SUV
XK88122,DE,4,4- A little high,Hyundai,Tucson,20-30k,25782,177,2019,28607.0,Benzin,Gear type automatic,SUV
EM57131,DE,4,4- A little high,Fiat,Tipo,20-30k,29212,95,2019,13575.0,Benzin,Gear type manual,Kombi
TY79099,DE,3,3- Appropriate,Mercedes-Benz,E-Klasse,70-80k,72678,258,2019,36770.0,Benzin,Gear type automatic,Kombi
DX79030,IT,4,4- A little high,Opel,Corsa,20-30k,22571,207,2018,17299.0,Benzin,Gear type manual,Limousine
AB76003,PL,4,4- A little high,Ford,S-Max,100k+,110342,180,2016,20014.0,Diesel,Semi-automatic,Van
CX69653,BE,4,4- A little high,Ford,Tourneo,80-90k,88023,95,2017,15199.0,Diesel,Gear type manual,Kombi
XZ10150,PL,4,4- A little high,Opel,Astra K,100k+,121353,160,2016,11109.0,Diesel,Gear type manual,Limousine
CC66113,DE,2,2- Good,Volkswagen,Caddy,100k+,105595,102,2014,14790.0,Diesel,Gear type manual,Kombi
ZM52464,PL,4,4- A little high,Ford,S-Max,100k+,110019,150,2016,17103.0,Diesel,Semi-automatic,Van
YU20526,AT,5,5- Too high,Hyundai,i20,90-100k,94099,100,2016,12690.0,Benzin,Gear type automatic,Limousine
RF79744,PL,4,4- A little high,Audi,A6,100k+,168179,252,2017,22129.0,Benzin,duplex,Kombi
ZK55827,AT,5,5- Too high,Mercedes-Benz,CLA-Klasse,30-40k,39584,136,2019,35990.0,Benzin,duplex,Kombi
FB58696,PL,3,3- Appropriate,Renault,Scenic,80-90k,86992,140,2018,15604.0,Benzin,Gear type manual,Van
BN21293,IT,3,3- Appropriate,Jeep,Compass,30-40k,34509,140,2019,24999.0,Diesel,Gear type automatic,SUV
RJ37399,DE,4,4- A little high,Jeep,Compass,40-50k,41087,170,2018,24990.0,Benzin,Gear type automatic,SUV
KX02560,DE,2,2- Good,BMW,2er,80-90k,81026,135,2016,21990.0,Benzin,Gear type automatic,Cabrio
JN04969,IT,3,3- Appropriate,Seat,Ibiza,50-60k,54047,75,2016,10499.0,Benzin,Gear type manual,Limousine
DP19393,PL,2,2- Good,Dacia,Duster,100k+,100383,105,2013,8427.0,Benzin,Gear type manual,SUV
YD46119,AT,1,1- Very Good,Audi,A4,100k+,106460,190,2017,24490.0,Benzin,duplex,Limousine
EA70395,DE,5,5- Too high,Seat,Tarraco,40-50k,45022,150,2019,29990.0,Diesel,Gear type automatic,SUV
KP75343,DE,4,4- A little high,Volkswagen,Golf VII Sportsvan,80-90k,85859,110,2015,13990.0,Benzin,Gear type manual,Van
SR70983,DE,5,5- Too high,Skoda,Rapid,60-70k,63584,110,2017,13790.0,Benzin,Gear type manual,Limousine
UJ48346,DE,4,4- A little high,Honda,Civic,100k+,105713,140,2013,12690.0,Benzin,Gear type automatic,Limousine
GZ95485,IT,4,4- A little high,BMW,1er,30-40k,31826,225,2018,28499.0,Benzin,Gear type automatic,Limousine
NT89841,DE,4,4- A little high,Volvo,V 60,60-70k,61689,190,2016,21990.0,Diesel,Gear type automatic,Kombi
KK24679,BE,1,1- Very Good,Dacia,Sandero,80-90k,85934,85,2012,6850.0,Benzin,Gear type manual,Limousine
TE75177,IT,4,4- A little high,Renault,Clio,80-90k,85126,73,2016,9999.0,Benzin,Gear type manual,Limousine
KK52113,DE,4,4- A little high,Ford,Puma,50-60k,52072,125,2019,22990.0,Benzin,Gear type manual,SUV
KW24611,AT,2,2- Good,Peugeot,208,60-70k,66692,131,2019,20590.0,Benzin,Gear type automatic,Limousine
GJ40502,AT,1,1- Very Good,Mercedes-Benz,CLA-Klasse,100k+,133915,210,2013,19990.0,Benzin,duplex,Limousine
DD02970,IT,3,3- Appropriate,Peugeot,308,10-20k,19338,110,2011,9799.0,Diesel,Semi-automatic,Limousine
SB06229,PL,5,5- Too high,Opel,Mokka X,80-90k,82542,140,2018,15733.0,Benzin,Gear type manual,SUV
SB06229,PL,3,3- Appropriate,Opel,Mokka X,80-90k,82542,140,2018,15733.0,Benzin,Gear type manual,SUV
NB19395,BE,4,4- A little high,Ford,Mondeo,80-90k,82538,150,2018,19999.0,Diesel,Gear type automatic,Kombi
UV17249,DE,4,4- A little high,Seat,Leon,100k+,106003,150,2017,18190.0,Benzin,Gear type automatic,Kombi
BW75084,DE,4,4- A little high,Skoda,Yeti,70-80k,72693,125,2016,17450.0,Benzin,duplex,SUV
WN63356,IT,3,3- Appropriate,Peugeot,3008,40-50k,41845,299,2019,32999.0,Hybrid,Gear type automatic,SUV
CA99627,AT,5,5- Too high,BMW,X1,50-60k,52784,140,2017,24090.0,Benzin,duplex,SUV
TT42888,IT,5,5- Too high,MINI,Countryman,60-70k,65490,150,2017,21899.0,Diesel,Gear type automatic,SUV
NV49651,DE,3,3- Appropriate,Volvo,XC 60,100k+,110906,190,2016,23250.0,Diesel,Gear type automatic,SUV
LK98023,DE,5,5- Too high,Mazda,2,90-100k,99306,90,2021,14690.0,Benzin,Gear type manual,Limousine
MZ35953,DE,3,3- Appropriate,Mercedes-Benz,C-Klasse,60-70k,62950,185,2016,24399.0,Benzin,Gear type automatic,Limousine
PZ49428,IT,3,3- Appropriate,Peugeot,3008,100k+,115375,130,2019,17499.0,Diesel,Gear type manual,SUV
DV61801,DE,4,4- A little high,Volkswagen,Touran,70-80k,75916,150,2017,26342.0,Diesel,Gear type automatic,Van
AP03079,BE,4,4- A little high,Renault,Clio,20-30k,26480,90,2019,12650.0,Benzin,Gear type manual,Kombi
XW93919,DE,4,4- A little high,Ford,Mondeo,100k+,111396,160,2014,14791.0,Benzin,Gear type automatic,Kombi
FB58696,PL,5,5- Too high,Renault,Scenic,80-90k,86992,140,2018,15604.0,Benzin,Gear type manual,Van
AU86146,DE,2,2- Good,Skoda,Kodiaq,50-60k,51766,150,2018,28592.0,Benzin,Gear type automatic,SUV
RD77410,AT,3,3- Appropriate,Mercedes-Benz,B-Klasse,100k+,103596,110,2015,13990.0,Diesel,Gear type manual,Van
RJ20986,DE,5,5- Too high,BMW,3er,10-20k,14863,163,2022,46890.0,Hybrid,Gear type automatic,Limousine
PX25508,DE,3,3- Appropriate,Audi,A3,80-90k,84261,125,2015,15910.0,Benzin,Gear type manual,Limousine
LB00080,IT,4,4- A little high,Suzuki,Swift,0-10k,6673,83,2022,18699.0,Hybrid,Gear type automatic,Limousine
VN94020,DE,2,2- Good,Land Rover,Evoque,30-40k,34512,180,2016,29990.0,Diesel,Gear type automatic,SUV
JL87376,AT,4,4- A little high,Renault,Captur,30-40k,30235,101,2020,16490.0,Benzin,Gear type manual,SUV
BE96706,IT,4,4- A little high,BMW,X1,60-70k,67013,150,2015,22499.0,Diesel,Gear type automatic,SUV
VP71191,IT,3,3- Appropriate,Toyota,RAV 4,50-60k,58077,197,2017,22999.0,Hybrid,Gear type automatic,SUV
BF40586,DE,5,5- Too high,Volkswagen,Touran,100k+,103792,110,2016,15890.0,Benzin,Gear type manual,Van
NA28474,DE,1,1- Very Good,Skoda,Octavia,40-50k,45445,150,2018,21023.0,Benzin,Gear type automatic,Kombi
SN82612,DE,3,3- Appropriate,Skoda,Yeti,30-40k,30838,110,2015,14490.0,Benzin,Gear type manual,SUV
PX96550,IT,4,4- A little high,BMW,X4,80-90k,85589,190,2017,31799.0,Diesel,Gear type automatic,SUV
EK83768,DE,5,5- Too high,Volkswagen,Golf VII,70-80k,73133,310,2017,31592.0,Benzin,Gear type automatic,Limousine
YY47136,DE,4,4- A little high,Volkswagen,Touareg,80-90k,81507,262,2015,29103.0,Diesel,Gear type automatic,SUV
WD54567,DE,5,5- Too high,Renault,Clio,20-30k,22342,76,2018,12749.0,Benzin,Gear type manual,Limousine
XZ12325,AT,4,4- A little high,Volkswagen,T-Roc,90-100k,99347,150,2018,23190.0,Diesel,duplex,SUV
FZ43642,PL,3,3- Appropriate,Hyundai,Tucson,30-40k,35488,132,2017,17637.0,Benzin,Gear type manual,SUV
WY59227,DE,4,4- A little high,Hyundai,i10,10-20k,19502,87,2018,12156.0,Benzin,Gear type manual,Limousine
EV66014,DE,4,4- A little high,Toyota,Yaris,40-50k,43470,101,2019,18390.0,Hybrid,Gear type automatic,Limousine
TA26660,PL,5,5- Too high,Opel,Corsa,100k+,135700,90,2015,7234.0,Benzin,Gear type manual,Limousine
GE89419,DE,2,2- Good,Mitsubishi,Outlander,50-60k,50201,150,2018,24158.0,Benzin,Gear type automatic,SUV
JB76502,BE,4,4- A little high,Seat,Ibiza,70-80k,77696,95,2018,13650.0,Diesel,Gear type manual,Limousine
PY27362,PL,4,4- A little high,Volvo,V 60,90-100k,95728,190,2018,25908.0,Diesel,Gear type automatic,Kombi
DM29429,PL,4,4- A little high,BMW,X1,100k+,180134,185,2014,13186.0,Diesel,Gear type automatic,SUV
LU26185,DE,3,3- Appropriate,BMW,5er,100k+,103313,190,2016,23691.0,Diesel,Gear type automatic,Limousine
GV27094,IT,4,4- A little high,Ford,Fiesta,90-100k,90750,92,2016,10799.0,Gas,Gear type manual,Limousine
HP84550,PL,4,4- A little high,Honda,CR-V,100k+,112866,155,2013,16565.0,Benzin,Gear type automatic,SUV
NH36222,BE,4,4- A little high,BMW,2er,80-90k,88185,140,2018,19950.0,Benzin,Gear type automatic,Van
NT38473,BE,3,3- Appropriate,Peugeot,308,100k+,100573,110,2014,9550.0,Benzin,Gear type manual,Kombi
DG74044,PL,5,5- Too high,Hyundai,Tucson,100k+,163603,136,2019,19183.0,Diesel,Gear type manual,SUV
WW82985,BE,3,3- Appropriate,Toyota,Auris Touring Sports,100k+,110815,100,2014,13099.0,Hybrid,Gear type automatic,Kombi
TA60727,BE,3,3- Appropriate,BMW,3er,80-90k,82520,150,2018,23390.0,Diesel,Gear type automatic,Limousine
MA09306,IT,3,3- Appropriate,Jeep,Renegade,70-80k,73287,120,2017,17999.0,Diesel,Gear type manual,SUV
NC27959,IT,4,4- A little high,Land Rover,Freelander,100k+,129140,190,2014,12899.0,Diesel,Gear type automatic,SUV
LD67528,IT,4,4- A little high,Ssangyong,Tivoli,70-80k,75525,128,2017,11199.0,Benzin,Gear type manual,SUV
ZW66198,IT,3,3- Appropriate,Mercedes-Benz,GLC-Klasse,100k+,122629,205,2018,30499.0,Diesel,Gear type automatic,SUV
WE53615,IT,2,2- Good,Toyota,AYGO,10-20k,16360,72,2018,12599.0,Benzin,Gear type manual,Limousine
CL28830,DE,5,5- Too high,Mercedes-Benz,C-Klasse,20-30k,26170,155,2016,27990.0,Benzin,Gear type automatic,Limousine
JR67298,IT,5,5- Too high,Peugeot,2008,60-70k,62918,101,2020,20699.0,Benzin,Gear type manual,SUV
XP87287,DE,1,1- Very Good,Audi,Q3,60-70k,63064,150,2017,21961.0,Diesel,Gear type automatic,SUV
XC12295,PL,2,2- Good,Hyundai,i30,100k+,137968,100,2014,9054.0,Benzin,Gear type manual,Limousine
TT15819,DE,4,4- A little high,Mercedes-Benz,Vito Tourer,60-70k,61562,163,2016,29875.0,Diesel,Gear type manual,Kombi
YF21510,DE,1,1- Very Good,Opel,Astra,90-100k,93261,115,2018,11490.0,Benzin,Gear type manual,Limousine
SG05790,DE,1,1- Very Good,Volkswagen,Polo,50-60k,59871,60,2017,11000.0,Benzin,Gear type manual,Limousine
PD32812,DE,2,2- Good,Peugeot,108,50-60k,55803,70,2018,8990.0,Benzin,Gear type manual,Limousine
LP91204,DE,5,5- Too high,Cupra,Ateca,20-30k,25797,300,2020,34440.0,Benzin,Gear type automatic,SUV
UR53893,IT,4,4- A little high,Peugeot,208,100k+,120353,75,2017,9699.0,Diesel,Gear type manual,Limousine
ZU93127,IT,4,4- A little high,Renault,Koleos,10-20k,13809,190,2019,29699.0,Diesel,Gear type automatic,SUV
FM37005,DE,1,1- Very Good,Renault,Captur,100k+,103012,90,2015,11247.0,Diesel,Gear type automatic,SUV
EZ68038,DE,2,2- Good,BMW,1er,20-30k,29145,136,2020,25060.0,Benzin,Gear type automatic,Limousine
BA36726,PL,5,5- Too high,Ford,Kuga,40-50k,43614,120,2020,22796.0,Diesel,Gear type manual,SUV
VE48142,DE,4,4- A little high,Kia,Stonic,10-20k,13997,120,2020,21645.0,Benzin,Gear type manual,SUV
XC04471,IT,4,4- A little high,Nissan,Juke,30-40k,36040,114,2021,20999.0,Benzin,Gear type manual,SUV
BN90576,IT,4,4- A little high,Citroen,C3,20-30k,29750,82,2019,15699.0,Benzin,Gear type manual,Limousine
EU54575,IT,3,3- Appropriate,Audi,Q2,50-60k,58537,115,2016,22999.0,Diesel,Gear type manual,SUV
UV17249,DE,4,4- A little high,Seat,Leon,100k+,106003,150,2017,18190.0,Benzin,Gear type automatic,Kombi
DK67176,PL,3,3- Appropriate,Volvo,XC 60,80-90k,83389,190,2020,32823.0,Diesel,Gear type automatic,SUV
GH13943,IT,5,5- Too high,Mercedes-Benz,C-Klasse,100k+,106065,170,2013,13499.0,Diesel,Gear type automatic,Kombi
YN69443,IT,1,1- Very Good,Mercedes-Benz,GLA-Klasse,50-60k,59110,380,2017,35299.0,Benzin,Gear type automatic,SUV
ZG83374,DE,5,5- Too high,Mercedes-Benz,B-Klasse,80-90k,88059,122,2014,13490.0,Benzin,Gear type manual,Van
FA48349,IT,4,4- A little high,Lancia,Ypsilon,50-60k,55276,85,2013,8399.0,Benzin,Semi-automatic,Limousine
NS36021,IT,4,4- A little high,Citroen,DS3 Cabrio,70-80k,72578,110,2016,12699.0,Benzin,Gear type automatic,Cabrio
PM03311,IT,3,3- Appropriate,Alfa Romeo,Tonale,0-10k,7366,131,2022,39599.0,Hybrid,duplex,SUV
ER72785,PL,5,5- Too high,Kia,Sportage,80-90k,88841,132,2017,17416.0,Benzin,Gear type manual,SUV
AA53715,DE,4,4- A little high,Mazda,3,70-80k,74685,165,2015,14490.0,Benzin,Gear type manual,Limousine
JZ64557,DE,1,1- Very Good,Jaguar,E-Pace,40-50k,49503,150,2020,27390.0,Diesel,Gear type manual,SUV
VJ61876,DE,4,4- A little high,BMW,4er,100k+,114784,245,2014,23950.0,Benzin,Gear type automatic,Cp/Ca
WG93687,IT,4,4- A little high,Dacia,Duster II,30-40k,37017,116,2020,16999.0,Diesel,Gear type manual,SUV
ND63847,PL,2,2- Good,Renault,Kadjar,100k+,118933,130,2016,14020.0,Benzin,Gear type manual,SUV
EL23025,DE,1,1- Very Good,Renault,Talisman,10-20k,19109,160,2020,24890.0,Diesel,Gear type automatic,Kombi
GA69956,DE,5,5- Too high,BMW,2er,40-50k,47766,135,2016,21490.0,Benzin,Gear type manual,Cabrio
DC70275,IT,4,4- A little high,Ford,Focus,10-20k,15830,120,2019,20999.0,Diesel,Gear type manual,Kombi
FH49110,DE,4,4- A little high,Ford,Mustang,40-50k,47158,317,2016,32490.0,Benzin,Gear type automatic,Cabrio
SB98311,IT,5,5- Too high,Renault,Captur,20-30k,20622,140,2021,22499.0,Hybrid,Gear type manual,SUV
DV41736,IT,1,1- Very Good,Fiat,500L,100k+,118894,85,2014,9699.0,Diesel,Gear type manual,Van
EJ19436,IT,4,4- A little high,Nissan,X-Trail,100k+,111121,130,2016,17199.0,Diesel,Gear type manual,SUV
GG35736,DE,4,4- A little high,Volkswagen,Golf VII,90-100k,99733,150,2015,15290.0,Diesel,Gear type automatic,Limousine
BR85393,AT,4,4- A little high,Suzuki,SX4,80-90k,88786,120,2015,10690.0,Benzin,Gear type manual,SUV
RF79744,PL,4,4- A little high,Audi,A6,100k+,168179,252,2017,22129.0,Benzin,duplex,Kombi
TZ33782,IT,4,4- A little high,Volvo,XC 40,90-100k,95787,150,2019,27499.0,Diesel,Gear type automatic,SUV
RU22105,IT,5,5- Too high,Fiat,500X,30-40k,36571,120,2018,18499.0,Benzin,Gear type manual,SUV
BA54049,DE,5,5- Too high,Nissan,Qashqai,100k+,101322,115,2014,12190.0,Benzin,Gear type manual,SUV
FG38039,IT,2,2- Good,Fiat,Tipo,40-50k,49241,95,2017,11899.0,Benzin,Gear type manual,Limousine
AJ91933,BE,4,4- A little high,Ford,Kuga,100k+,114344,120,2017,16599.0,Diesel,Gear type manual,SUV
VB94819,DE,3,3- Appropriate,Opel,Astra K,90-100k,99408,110,2015,12190.0,Diesel,Gear type manual,Limousine
GP26739,PL,5,5- Too high,Suzuki,SX4,100k+,127465,120,2013,8821.0,Benzin,Gear type manual,SUV
DR78086,DE,5,5- Too high,Toyota,Yaris,30-40k,35133,101,2019,18665.0,Hybrid,Gear type automatic,Limousine
XR39193,IT,4,4- A little high,Citroen,C3,50-60k,58298,82,2016,10499.0,Benzin,Semi-automatic,Limousine
HG92832,IT,5,5- Too high,Volvo,XC 40,80-90k,82434,190,2019,30999.0,Diesel,Gear type automatic,SUV
TW39302,IT,3,3- Appropriate,Hyundai,Tucson,90-100k,90039,115,2016,15999.0,Diesel,Gear type manual,SUV
BB55939,IT,3,3- Appropriate,Mercedes-Benz,A-Klasse,100k+,137372,110,2013,11999.0,Diesel,Gear type manual,Limousine
HD33220,DE,2,2- Good,Skoda,Octavia,100k+,118521,185,2015,17590.0,Diesel,Gear type automatic,Kombi
HD33220,DE,3,3- Appropriate,Skoda,Octavia,100k+,118521,185,2015,17590.0,Diesel,Gear type automatic,Kombi
JN79107,DE,2,2- Good,Mercedes-Benz,C-Klasse,90-100k,90597,185,2016,22642.0,Benzin,Gear type automatic,Limousine
UJ63154,IT,4,4- A little high,Toyota,C-HR,40-50k,41405,122,2019,22299.0,Hybrid,Gear type automatic,SUV
LZ26180,DE,5,5- Too high,Skoda,Kodiaq,40-50k,45413,150,2020,36110.0,Diesel,Gear type automatic,SUV
FB38319,IT,2,2- Good,Hyundai,Tucson,0-10k,1764,136,2022,33599.0,Hybrid,Gear type automatic,SUV
WN21343,DE,4,4- A little high,Volkswagen,Passat,90-100k,97732,150,2016,19490.0,Benzin,Gear type automatic,Kombi
JU89403,AT,4,4- A little high,Mercedes-Benz,B-Klasse,100k+,104461,135,2012,12690.0,Diesel,duplex,Van
WY49765,DE,2,2- Good,Volkswagen,Tiguan Allspace,70-80k,70249,190,2018,34990.0,Diesel,Gear type automatic,SUV
KB83169,IT,2,2- Good,Renault,Captur,70-80k,72842,90,2014,12399.0,Diesel,Gear type manual,SUV
SM41523,DE,5,5- Too high,Volkswagen,Golf VII,30-40k,36151,245,2019,27443.0,Benzin,Gear type automatic,Limousine
EE92748,IT,3,3- Appropriate,Volkswagen,Golf VII,70-80k,71167,245,2019,28999.0,Benzin,duplex,Limousine
EK47615,DE,4,4- A little high,Opel,Corsa,40-50k,47962,90,2017,11783.0,Benzin,Gear type manual,Limousine
GZ95485,IT,5,5- Too high,BMW,1er,30-40k,31826,225,2018,28499.0,Benzin,Gear type automatic,Limousine
JP42204,PL,1,1- Very Good,Hyundai,Tucson,100k+,128611,115,2017,15906.0,Diesel,Gear type manual,SUV
SU80599,DE,4,4- A little high,Ford,B-Max,70-80k,79360,105,2015,11290.0,Benzin,Gear type automatic,Van
TY83065,AT,5,5- Too high,Volkswagen,Golf VII,70-80k,77079,115,2017,16290.0,Diesel,Gear type manual,Kombi
NX27164,IT,5,5- Too high,MINI,Countryman,100k+,119844,110,2016,13299.0,Diesel,Gear type automatic,SUV
EB84180,DE,1,1- Very Good,Kia,pro_cee'd,40-50k,41413,205,2018,25490.0,Benzin,Gear type automatic,Coupe
CG65946,DE,5,5- Too high,Nissan,Qashqai,60-70k,60214,130,2015,16990.0,Diesel,Gear type automatic,SUV
UM39227,IT,4,4- A little high,Alfa Romeo,Stelvio,40-50k,46331,190,2019,26499.0,Diesel,Gear type automatic,SUV
UF82665,DE,3,3- Appropriate,Suzuki,SX4 S-Cross,30-40k,36178,110,2018,19990.0,Benzin,Gear type automatic,SUV
UX40206,DE,5,5- Too high,Volkswagen,Tiguan,50-60k,58659,180,2018,28890.0,Benzin,Gear type automatic,SUV
KA45985,BE,4,4- A little high,Honda,Civic,100k+,121464,182,2017,18499.0,Benzin,Gear type automatic,Limousine
KT55921,AT,2,2- Good,Honda,HR-V,40-50k,49023,130,2017,21790.0,Benzin,Gear type automatic,SUV
XZ93986,IT,4,4- A little high,Renault,Espace,70-80k,77013,160,2016,18999.0,Diesel,duplex,Van
FZ43642,PL,2,2- Good,Hyundai,Tucson,30-40k,35488,132,2017,17637.0,Benzin,Gear type manual,SUV
JU48871,IT,5,5- Too high,Chevrolet,Aveo,20-30k,21442,70,2012,7599.0,Benzin,Gear type manual,Limousine
TJ91683,DE,1,1- Very Good,Seat,Ateca,30-40k,31006,150,2018,26117.0,Benzin,Gear type automatic,SUV
VJ30315,DE,4,4- A little high,Seat,Alhambra,100k+,104511,185,2018,29690.0,Diesel,Gear type automatic,Van
KM48704,DE,5,5- Too high,Skoda,Octavia,70-80k,74294,185,2018,22390.0,Diesel,Gear type manual,Kombi
FH78404,DE,5,5- Too high,Fiat,Panda,40-50k,44343,70,2015,8490.0,Benzin,Gear type manual,Limousine
TF08885,DE,1,1- Very Good,Volkswagen,Golf VII,80-90k,88444,85,2017,14420.0,Benzin,Gear type manual,Limousine
XN11135,IT,4,4- A little high,Audi,Q2,50-60k,51916,150,2020,29699.0,Benzin,Gear type automatic,SUV
JJ39079,IT,4,4- A little high,Dacia,Sandero II,80-90k,85241,90,2018,10999.0,Gas,Gear type manual,Limousine
TM80719,IT,3,3- Appropriate,Audi,Q2,60-70k,61435,116,2020,28499.0,Diesel,duplex,SUV
LF39640,IT,4,4- A little high,BMW,1er,90-100k,93706,306,2020,35999.0,Benzin,Gear type automatic,Limousine
TV27361,DE,4,4- A little high,Skoda,Fabia,70-80k,77620,60,2015,9140.0,Benzin,Gear type manual,Limousine
VT55800,DE,4,4- A little high,Volkswagen,Golf VII,20-30k,20153,130,2019,21215.0,Benzin,Gear type manual,Kombi
FZ15996,DE,1,1- Very Good,BMW,2er,80-90k,84544,185,2016,24490.0,Benzin,Gear type automatic,Cabrio
TB42476,DE,5,5- Too high,BMW,2er,40-50k,40061,225,2019,25190.0,Hybrid,Gear type automatic,Van
WS18719,PL,4,4- A little high,Opel,Mokka,100k+,149585,140,2015,11195.0,Benzin,Gear type manual,SUV
HJ98855,DE,5,5- Too high,Volkswagen,up!,10-20k,14441,116,2020,18550.0,Benzin,Gear type manual,Limousine
KA30136,DE,5,5- Too high,Mercedes-Benz,B-Klasse,80-90k,83068,185,2014,17790.0,Benzin,Gear type automatic,Van
KJ06310,IT,1,1- Very Good,Renault,Clio,100k+,128944,75,2016,10499.0,Diesel,Gear type manual,Limousine
EZ78090,DE,4,4- A little high,BMW,X5,60-70k,66559,258,2018,44550.0,Diesel,Gear type automatic,SUV
BP57206,IT,4,4- A little high,Audi,A3,70-80k,74013,105,2013,14899.0,Diesel,duplex,Limousine
AU14769,IT,5,5- Too high,Kia,Carens,100k+,126673,140,2017,16199.0,Diesel,duplex,Van
VT25764,DE,4,4- A little high,Seat,Leon,90-100k,91439,150,2017,17890.0,Benzin,Gear type manual,Kombi
YP84784,PL,5,5- Too high,Peugeot,3008,100k+,107717,130,2015,11209.0,Benzin,Gear type manual,SUV
VT79035,IT,4,4- A little high,Jeep,Compass,50-60k,56495,140,2018,21999.0,Benzin,Gear type manual,SUV
SB98311,IT,4,4- A little high,Renault,Captur,20-30k,20622,140,2021,22499.0,Hybrid,Gear type manual,SUV
CK94181,DE,5,5- Too high,Volkswagen,Golf VII,90-100k,91410,115,2017,15826.0,Diesel,Gear type manual,Limousine
PD61964,IT,2,2- Good,Fiat,Panda,50-60k,53413,70,2018,9999.0,Benzin,Gear type manual,Limousine
KD18705,DE,4,4- A little high,Skoda,Kodiaq,70-80k,73670,190,2019,34850.0,Benzin,Gear type automatic,SUV
XL83865,IT,3,3- Appropriate,BMW,3er,90-100k,91530,185,2014,16799.0,Diesel,Gear type automatic,Limousine
DN59038,PL,3,3- Appropriate,Jaguar,XF,80-90k,82606,180,2017,22468.0,Diesel,Gear type automatic,Limousine
NC27959,IT,4,4- A little high,Land Rover,Freelander,100k+,129140,190,2014,12899.0,Diesel,Gear type automatic,SUV
VV87966,DE,2,2- Good,Ford,Kuga,40-50k,43462,182,2018,23490.0,Benzin,Gear type automatic,SUV
MB49594,AT,1,1- Very Good,Audi,A6,60-70k,69773,190,2017,22690.0,Benzin,Gear type manual,Kombi
HU33447,PL,4,4- A little high,Renault,Koleos,100k+,127797,177,2017,19973.0,Diesel,Gear type automatic,SUV
YX16899,IT,2,2- Good,Fiat,500X,60-70k,62010,95,2021,19999.0,Diesel,Gear type manual,SUV
NV60572,IT,4,4- A little high,Renault,Clio,100k+,110242,73,2016,9999.0,Benzin,Gear type manual,Limousine
KT75653,PL,4,4- A little high,Fiat,500X,100k+,141534,140,2016,12547.0,Benzin,Gear type manual,SUV
JB15443,IT,4,4- A little high,Mercedes-Benz,GLA-Klasse,40-50k,46471,122,2019,23299.0,Benzin,Gear type manual,SUV
FC87134,PL,4,4- A little high,Toyota,Avensis,100k+,107214,147,2018,17877.0,Benzin,Gear type automatic,Kombi
SY55061,DE,2,2- Good,Opel,Corsa,10-20k,12365,100,2017,12390.0,Benzin,Gear type manual,Limousine
EY05753,DE,3,3- Appropriate,Audi,A6 Allroad,70-80k,75948,320,2017,34390.0,Diesel,Gear type automatic,Kombi
PT87210,AT,4,4- A little high,BMW,1er,100k+,127084,190,2015,17990.0,Diesel,Gear type automatic,Limousine
MW34226,PL,4,4- A little high,Skoda,Rapid,100k+,131969,95,2018,10724.0,Benzin,Gear type manual,Limousine
AF73166,BE,4,4- A little high,Seat,Leon,30-40k,36768,131,2019,19399.0,Benzin,Gear type manual,Limousine
XR06287,IT,4,4- A little high,Mercedes-Benz,GLA-Klasse,50-60k,58354,110,2016,19899.0,Diesel,Gear type manual,SUV
XN11135,IT,5,5- Too high,Audi,Q2,50-60k,51916,150,2020,29699.0,Benzin,Gear type automatic,SUV
PR73969,IT,2,2- Good,Volkswagen,T-Roc,100k+,111586,150,2019,24999.0,Diesel,Gear type automatic,SUV
UG64267,IT,3,3- Appropriate,Volkswagen,Golf VII,10-20k,15628,140,2013,14999.0,Benzin,Gear type manual,Limousine
XE77018,DE,3,3- Appropriate,Kia,Optima,50-60k,57775,245,2016,22513.0,Benzin,Gear type automatic,Kombi
AF27219,PL,4,4- A little high,Audi,Q3,100k+,149040,150,2015,17317.0,Diesel,duplex,SUV
EN12891,IT,4,4- A little high,Ford,Fiesta,100k+,127323,75,2014,8499.0,Diesel,Gear type manual,Limousine
XE71601,DE,2,2- Good,Skoda,Fabia,40-50k,45602,60,2017,10284.0,Benzin,Gear type manual,Limousine
WU46819,PL,3,3- Appropriate,Mazda,CX-3,70-80k,71036,121,2019,18515.0,Benzin,Gear type manual,SUV
XY01253,DE,2,2- Good,Audi,A3 Limousine,70-80k,78149,180,2014,18490.0,Benzin,Gear type automatic,Limousine
SF52615,DE,5,5- Too high,Audi,A1,40-50k,49800,110,2021,22390.0,Benzin,Gear type manual,Limousine
HL38227,DE,2,2- Good,Mitsubishi,Space Star,0-10k,4999,71,2021,15650.0,Benzin,Gear type automatic,Limousine
PN67984,IT,4,4- A little high,Renault,Twingo,20-30k,29634,90,2019,13599.0,Gas,Gear type manual,Limousine
JX15231,DE,3,3- Appropriate,Mercedes-Benz,GLA-Klasse,70-80k,76894,122,2017,23808.0,Benzin,Gear type automatic,SUV
FC97321,IT,1,1- Very Good,Volkswagen,Arteon,90-100k,92556,240,2018,27999.0,Diesel,Gear type automatic,Limousine
AU86146,DE,4,4- A little high,Skoda,Kodiaq,50-60k,51766,150,2018,28592.0,Benzin,Gear type automatic,SUV
