company,cars_bought,type_buyer,frequency,recency,monetary,hp,age,mileage,sell_price,share_gear_type_1140_1141,share_gear_type_1139,share_gear_type_1138,share_fuel_type_1140,share_fuel_type_1139,share_fuel_type_other,profit_per_car
ADYRAD S.R.L.,2,Small_buyer,1,9,4,150,2012,192938,9403,1,0,0,1,0,0,451
Michal Pechman,42,Medium_buyer,7,1,11,163,2013,143221,13079,0.357142857,0.095238095,0.547619048,0.976190476,0.023809524,0,932.5
AYTOKINITA TSAGARAS O E || AUTO TSAGARAS O E,23,Medium_buyer,6,10,9,99,2015,85219,10226,0.260869565,0,0.739130435,0.608695652,0.391304348,0,947.8695652
Edison Çela,1,Small_buyer,1,10,1,75,2004,201878,951,0,0,1,0,1,0,365
FORZINA ENRICO,2,Small_buyer,1,7,6,137,2017,30886,20705,0.5,0.5,0,0,1,0,982.5
Autohaus Keyssler GmbH & Co. KG,2,Small_buyer,1,7,5,116,2019,39755,13569,0,0,1,0,1,0,1059
EasyCarTrade GmbH,12,Small_buyer,4,9,10,320,2015,63905,29787,0.25,0.583333333,0.166666667,0.166666667,0.833333333,0,2234.75
#NAME?,1,Small_buyer,1,10,4,160,2014,53928,19512,1,0,0,0,1,0,1213
CENTRE AUTO BLOTZHEIM,7,Small_buyer,3,4,6,127,2010,110766,5112,0,0,1,0.285714286,0.714285714,0,353
My Leasing / My Tuning Factory e.K,3,Small_buyer,2,7,4,275,2007,99423,6597,0,0.666666667,0.333333333,0,1,0,857.3333333
R2AD SMART BUSINESS S.R.L.,2,Small_buyer,1,8,2,77,2006,302747,736,0,0,1,0,1,0,106.5
Jan Erjavec s.p.,8,Small_buyer,3,5,9,238,2017,102822,26144,0.375,0.625,0,0.625,0.375,0,1639.875
Van Dijk Mobility B.V,5,Small_buyer,3,9,9,138,2020,37881,26820,0,0.2,0.8,1,0,0,144.4
"Anastasiou Cars, Inh. Angelos Anastasiou",39,Medium_buyer,7,4,10,112,2011,43962,8620,0.282051282,0.641025641,0.076923077,0,1,0,879.1538462
Auto Römhild & Schewe GmbH,9,Small_buyer,3,6,9,122,2018,51195,19389,0,0.333333333,0.666666667,0.666666667,0.111111111,0.222222222,1110.111111
"Automobile Schwabhausen, Inh. Sezgin Gültekin",2,Small_buyer,1,10,2,142,2005,205299,1237,0.5,0,0.5,0.5,0.5,0,-322
Autohaus Frank UG,2,Small_buyer,1,10,3,132,2007,152463,3875,0,0.5,0.5,0,1,0,926.5
BIARRITZ MOTORS SPORT,4,Small_buyer,2,10,8,290,2006,99723,23593,0.25,0.25,0.5,0,1,0,1225.5
N.T.P. Autosallon ''Drini'',3,Small_buyer,2,8,4,116,2012,282567,5174,0,0,1,1,0,0,934
Kecső Autó Kft,18,Medium_buyer,5,6,6,103,2005,182083,2395,0,0,1,0,1,0,483.9444444
Andreas Zimmermann Kraftfahrzeughandelsgesellschaft mbH,113,Top_buyer,9,1,12,223,2013,73029,20974,0.079646018,0.495575221,0.424778761,0.309734513,0.646017699,0.044247788,888.2477876
AUTOCARROZZERIA MARSELLA E FIGLIO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,1,Small_buyer,1,8,2,70,2012,156670,4081,0,0,1,0,1,0,582
mk event + promotion GmbH,1,Small_buyer,1,6,5,180,2016,77906,31611,0,1,0,1,0,0,-5509
GA TAXI,2,Small_buyer,1,10,2,130,2006,164521,773,0,0,1,1,0,0,287
ZARA AUTOMOBILI j.d.o.o.,1,Small_buyer,1,10,3,110,2013,146543,8094,0,0,1,1,0,0,899
Autohaus Oder OHG,1,Small_buyer,1,8,4,100,2017,45164,10322,0,0,1,0,1,0,1192
PHU EURO CAR Damian Jabłoński,53,Top_buyer,8,5,6,101,2003,185533,771,0,0.150943396,0.849056604,0.037735849,0.943396226,0.018867925,240.6037736
AUTO OK PETAN S.R.L.,4,Small_buyer,2,10,4,131,2010,203924,3966,0.25,0,0.75,0,1,0,498.25
Autohaus Hensle GmbH,3,Small_buyer,2,10,7,172,2018,50159,22283,0,0.666666667,0.333333333,0.666666667,0.333333333,0,1145
Autodienst Rockel GmbH,1,Small_buyer,1,10,2,150,1994,181077,4850,0,0,1,0,1,0,628
V.O.F. Autobedrijf Struijk,1,Small_buyer,1,3,4,208,2017,83084,11844,0,0,1,0,1,0,771
SARL SAGA,1,Small_buyer,1,8,2,200,2005,200686,3083,0,0,1,0,1,0,639
AZ Transporte e.K,3,Small_buyer,2,4,5,220,2013,198810,10785,0.333333333,0.333333333,0.333333333,1,0,0,564.6666667
F.H.U. SYLWIA PODSIADŁO,3,Small_buyer,2,6,4,127,2011,264934,4547,0,0,1,0.333333333,0.666666667,0,156
LBS AUTOS,39,Medium_buyer,7,2,9,108,2006,67972,4478,0.358974359,0.641025641,0,0.025641026,0.974358974,0,605.8461538
"MM SK, s.r.o.",4,Small_buyer,2,4,5,135,2015,167794,6924,0,0.25,0.75,0.75,0.25,0,490
CRAZY CARS,5,Small_buyer,3,5,7,354,2011,139210,13982,0,1,0,0,1,0,1193
"Automobile Söhlde, Inh. Burkaan Keskin",31,Medium_buyer,7,6,10,150,2013,135194,9914,0.161290323,0.161290323,0.677419355,0.774193548,0.225806452,0,555.2258065
PAPANDREOU AGGELOS PARASKEVAS,1,Small_buyer,1,5,3,80,2016,140058,5280,0,0,1,0,1,0,813
CENTRE AUTOS,3,Small_buyer,2,8,6,244,2012,148431,14343,0.333333333,0,0.666666667,0.333333333,0.666666667,0,212
Mimoza Pasho,1,Small_buyer,1,6,2,163,2006,254192,2000,0,1,0,0,1,0,245
SBA D.O.O.,2,Small_buyer,1,7,5,185,2015,84276,14870,0.5,0,0.5,1,0,0,619
"Euro fleet &rent, Inh. Dalibor Huss",1,Small_buyer,1,10,1,147,2002,190871,415,0,0,1,0,1,0,213
SASU AUTO PREMIER,5,Small_buyer,3,9,6,127,2012,70359,8654,0,0,1,0.6,0.4,0,357.4
Kubina Automobilvertriebs GmbH,8,Small_buyer,3,7,9,82,2018,16907,13587,0.875,0.125,0,0,1,0,1004
AROLDI ALESSANDRO SRL,4,Small_buyer,2,5,7,239,2006,109307,17681,0.25,0.5,0.25,0,1,0,309
Autohaus Stoedter GmbH,1,Small_buyer,1,9,6,224,2021,8680,37679,0,1,0,0,0,1,1548
BVBA STOCKVERKOOP GABRIELS,3,Small_buyer,2,7,3,191,1996,169591,3261,0,0.333333333,0.666666667,0,1,0,-502.3333333
IRÁNY METÁL Kft.,3,Small_buyer,2,10,3,133,2007,149423,2294,0,0,1,0,1,0,220.3333333
MARIAN CRISTIAN LERU,1,Small_buyer,1,6,2,105,2012,160326,4821,0,0,1,0,1,0,477
Daniel Opalla,1,Small_buyer,1,10,2,193,1995,278406,1445,0,1,0,0,1,0,41
BeAlFI GmbH Be Always First,8,Small_buyer,3,8,9,131,2019,41660,16191,0,0.5,0.5,0.5,0.5,0,584.75
LUCAN ASESOR SLU,1,Small_buyer,1,7,2,110,2006,258157,3220,0,0,1,1,0,0,270
Starauto S.R.L.,1,Small_buyer,1,8,4,116,2019,160534,15035,0,0,1,1,0,0,535
AVG AUTO OÜ,3,Small_buyer,2,10,9,188,2018,51393,39955,0,1,0,0.666666667,0,0.333333333,1546.666667
IRIS TRASHANI,1,Small_buyer,1,10,2,140,2008,284862,2628,1,0,0,1,0,0,368
Ard Import OÜ,1,Small_buyer,1,10,4,170,2016,135110,16639,0,1,0,1,0,0,-674
CÓDIGO CREDÍVEL - UNIPESSOAL LDA,3,Small_buyer,2,9,5,117,2014,125866,7118,0,0,1,0.333333333,0.333333333,0.333333333,826.3333333
Perfect Auto s.r.o.,2,Small_buyer,1,9,4,115,2012,114073,9187,0,0,1,0.5,0.5,0,928
GABARITO INEVITAVEL - AUTOMOVEIS UNIPESSOAL LDA,4,Small_buyer,2,2,6,98,2015,95032,8758,0,0,1,0.5,0.5,0,342.75
Garage Baele,35,Medium_buyer,7,7,11,139,2019,36144,17622,0.2,0.057142857,0.742857143,0.028571429,0.942857143,0.028571429,528.8857143
"Toyota Autohaus Mangold, Inh. Uwe Mangold",1,Small_buyer,1,9,5,197,2018,42920,26239,0,1,0,0,0,1,996
GROUPE DAVID GERBIER - FLA AUTOMOBILES - ANNEMASSE - FIAT ALFA JEEP MULTI,6,Small_buyer,3,8,9,185,2018,41432,21822,0.5,0,0.5,0.166666667,0.833333333,0,1301.166667
"M KERN JULIEN, CLAUDE",34,Medium_buyer,7,1,9,109,2009,62585,5751,0,0.029411765,0.970588235,0.058823529,0.941176471,0,778.5882353
Grigorean Auto,1,Small_buyer,1,9,4,408,2009,132000,12350,0,1,0,0,1,0,458
PRZEDSIĘBIORSTWO HANDLOWO-TRANSPORTOWE. POKOJE NOCLEGOWE. DARIUSZ KRYSTOSIAK,4,Small_buyer,2,6,4,147,2003,177262,3179,0,0.5,0.5,0,1,0,405.25
Auto-prestige66,2,Small_buyer,1,10,4,170,2006,137233,5235,0,0.5,0.5,0,1,0,663
EM AUTO S.N.C. DI GIARETTA ERIS E GIARETTA MAURIZIO,3,Small_buyer,2,8,5,60,2016,47797,9831,0,0,1,0,1,0,789
RAVI CARS SRL,6,Small_buyer,3,6,5,113,2009,209002,4387,0,0,1,0.833333333,0.166666667,0,650.3333333
Usługi Transportowe PKA CHRAN-STAN Chrzanowski Stanisław,5,Small_buyer,3,8,5,118,2011,173392,4520,0.2,0,0.8,0,0.8,0.2,589.2
"Auto Schmitt, Inh. Sven Schmitt",11,Small_buyer,4,4,7,87,2012,57609,5931,0.090909091,0,0.909090909,0,1,0,437.0909091
Swiss Auto Froni SH.P.K.,2,Small_buyer,1,9,5,177,2017,120929,17316,1,0,0,1,0,0,-675.5
H Pascal Brive Auto,1,Small_buyer,1,10,2,75,2005,109112,1937,0,0,1,0,1,0,540
AUTOMOBILI CINECITTA' S.R.L.S.,6,Small_buyer,3,6,4,70,2010,92067,3263,0,0,1,0,1,0,802.1666667
SMAL OLEG,8,Small_buyer,3,1,5,101,2007,213031,3608,0.125,0,0.875,0.375,0.625,0,471.125
MP LUXURYAUTO SOCIETA' A RESPONSABILITA' LIMITATA,1,Small_buyer,1,7,3,70,2016,56031,9425,1,0,0,0,1,0,1168
Prestige Automobile GmbH & Co. KG,2,Small_buyer,1,10,6,337,2009,104453,22086,0,1,0,0,0.5,0.5,1009.5
Autozentrum Fulda AZF GmbH & Co. KG,5,Small_buyer,3,9,8,181,2015,104001,15363,0.4,0.2,0.4,0.2,0.8,0,378
Hoffmann Automobile GmbH,52,Top_buyer,8,1,12,146,2015,90130,23091,0.019230769,0.134615385,0.846153846,1,0,0,1206.576923
SYRGIANNIS ARISTOVOULOS ARISTEIDIS,9,Small_buyer,3,7,7,109,2014,188740,6401,0,0,1,1,0,0,1014.111111
Łukasz Mirosławski,1,Small_buyer,1,1,1,100,2003,199508,444,0,0,1,0,1,0,230
GS Technics SIA,1,Small_buyer,1,10,2,163,2010,234720,4155,0,0,1,1,0,0,614
ALEX TRANS Korlátolt Felelősségű Társaság,1,Small_buyer,1,10,3,258,2012,228192,8250,0,1,0,1,0,0,1321
JARO FRANK TRADE s.r.o.,5,Small_buyer,3,7,5,109,2011,190627,5700,0.2,0,0.8,0.6,0.4,0,533.8
Autobedrijf Koenders Breedenbroek,2,Small_buyer,1,6,5,140,2017,62464,14604,0,1,0,0,1,0,1153
SZILGÁB GUMIKLINIKA Kft.,1,Small_buyer,1,10,7,423,2017,116642,52868,0,1,0,0,0,1,1174
"AUTO KREY, Inh. Martin Krey",1,Small_buyer,1,7,1,58,2005,183028,191,0,0,1,0,1,0,184
SM-MOBIL Sebastian Machała,2,Small_buyer,1,7,3,126,2009,222734,3134,0.5,0,0.5,0.5,0.5,0,-337
HUGO JOSE MIRANDA DOS SANTOS,1,Small_buyer,1,9,2,75,2010,118445,2901,0,0,1,1,0,0,384
Dream Autohandel Ekrem Celik,7,Small_buyer,3,6,7,201,2007,209868,7898,0.142857143,0.571428571,0.285714286,0.857142857,0.142857143,0,917.1428571
"Autohof Rose, Inh. Rama Sallihi",1,Small_buyer,1,9,3,160,2008,110930,5785,1,0,0,0,1,0,0
"Auto Welt Technik, Inh. Alexey Razumov",1,Small_buyer,1,6,3,115,2011,141940,5400,0,0,1,0,1,0,315
AUTO-AREK Arkadiusz Sychta,62,Top_buyer,8,1,10,138,2010,238078,4519,0.129032258,0.096774194,0.774193548,0.580645161,0.403225806,0.016129032,626.983871
Autowelt Rügen GmbH,2,Small_buyer,1,9,4,102,2012,52285,5614,0,0,1,0,1,0,509.5
"Transporte u.Kfz-Handel Bartosch, Inh. Bartosch Ociepka",8,Small_buyer,3,2,3,110,2005,176261,1074,0,0,1,0.25,0.75,0,161.875
TOMAS AUTOMOBILI D.O.O.,1,Small_buyer,1,10,3,177,2009,191804,6370,0,0,1,1,0,0,538
A.T.V. Autoteile Varak GmbH,1,Small_buyer,1,10,2,75,2009,100433,1200,0,0,1,0,1,0,356
LAGOGIANNIS HRISTOS GEORGIOS CL CLEANING GROUP,4,Small_buyer,2,8,5,77,2013,90824,5723,0,0.25,0.75,0.25,0.75,0,775.25
Mallati Trading OÜ,16,Medium_buyer,5,4,10,271,2013,215090,15629,0.125,0.875,0,1,0,0,925
Autohaus Klapper GmbH,1,Small_buyer,1,10,4,140,2017,60540,15987,0,1,0,0,1,0,1328
ALEXANDROS SPENTSAS ORESTIS SOUTHEND MOTOR GROUP,2,Small_buyer,1,9,4,100,2016,92077,7457,0,0,1,0,1,0,219
"RAFAŁ BEDNARZ PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ""RAFART INVEST""",2,Small_buyer,1,10,4,150,2012,237355,5515,0,0.5,0.5,1,0,0,418.5
VASILEIOU ATHANASIOS EVAGGELOS,2,Small_buyer,1,9,5,126,2017,77157,11732,0,0,1,0.5,0.5,0,285.5
Sonder Trade Kft.,2,Small_buyer,1,8,3,108,2009,154621,2800,0,0,1,0,1,0,640
Kniupsius UAB,2,Small_buyer,1,9,4,145,2015,137447,9662,0,0.5,0.5,1,0,0,555.5
"Handel & Vermittlung Zepnik, Inh. Karsten Zepnik",2,Small_buyer,1,1,2,163,2003,217067,2473,0,1,0,0,1,0,625
"UAB ""Tautvista""",1,Small_buyer,1,7,2,185,2010,265539,3500,0,0,1,1,0,0,544
"Paraponiaris, Elefterios",13,Small_buyer,4,4,8,103,2012,119314,6136,0.076923077,0,0.923076923,0.230769231,0.769230769,0,397.3846154
"Sorce, Calogero",6,Small_buyer,3,8,3,74,2008,125717,1486,0,0,1,0,1,0,352.6666667
MJC - AUTOMÓVEIS LDA,1,Small_buyer,1,10,2,110,2007,196805,2490,0,0,1,1,0,0,512
"PIERÓG TOMASZ P.U.H. ""TOMEX"" AUTO-HANDEL",20,Medium_buyer,6,5,6,116,2005,204002,2039,0,0.1,0.9,0.25,0.75,0,449.9
Autobedrijf Bert Hardeman,1,Small_buyer,1,10,5,225,2018,42793,22241,0,1,0,0,0,1,1342
HMBM CARS - COMERCIO AUTOMOVEL UNIPESSOAL LDA,1,Small_buyer,1,10,4,82,2020,13630,13300,0,1,0,0,0,1,391
Auto Lami Group SH.P.K.,1,Small_buyer,1,9,5,150,2020,16916,23140,1,0,0,1,0,0,732
PAWEŁ DUDEK AUTO-PLUS,13,Small_buyer,4,3,7,102,2011,137717,5084,0.076923077,0.230769231,0.692307692,0.230769231,0.769230769,0,694.4615385
MOTOR MECHA SA,1,Small_buyer,1,9,2,95,2010,62746,4090,0,1,0,0,1,0,694
COLOMBARA FABIO,1,Small_buyer,1,10,2,70,2010,163549,1408,0,0,1,0,1,0,412
PACO BRAVO AUTOMOCION SLL,1,Small_buyer,1,10,3,90,2014,106551,9160,0,0,1,1,0,0,908
SAS POMPOM VEHICULE,1,Small_buyer,1,6,3,163,2002,78097,5300,0,1,0,0,1,0,313
MCM COOL AUTO S.R.L.,2,Small_buyer,1,7,3,139,2003,183787,3369,0,0.5,0.5,0.5,0.5,0,563.5
"HS Autohändler, Inh. Haji Al Omar",5,Small_buyer,3,6,5,100,2009,117012,4441,0.4,0,0.6,0.2,0.8,0,818.4
BC LINE,3,Small_buyer,2,8,9,403,2018,49755,45301,0.333333333,0.666666667,0,0,1,0,2048.333333
CLS Autos 44,5,Small_buyer,3,8,9,326,2017,52652,35133,0.8,0.2,0,0,1,0,1319.2
LCH EXPERT SVS SRL,4,Small_buyer,2,8,6,151,2013,205467,9487,0.25,0,0.75,0.5,0.5,0,1303.5
GROUPE MARY - MARY AUTOMOBILES - LISIEUX - PEUGEOT,1,Small_buyer,1,10,4,130,2018,81434,16529,0,0,1,0,1,0,814
Pro Cars e.U.,2,Small_buyer,1,9,5,212,2015,133764,14507,0.5,0.5,0,0.5,0.5,0,-174.5
UAB ERVITRANS,3,Small_buyer,2,1,7,213,2017,143449,22016,0,0.666666667,0.333333333,1,0,0,861.3333333
AUTOSERENA OCASION DE CASTUERA SL,3,Small_buyer,2,10,4,136,2010,148216,5275,0,0,1,0.666666667,0.333333333,0,593.6666667
Vihdin Autotalo Oy,2,Small_buyer,1,10,7,188,2021,20824,28605,0,1,0,0,0,1,690.5
Procar Daniel Konarski,4,Small_buyer,2,8,4,136,2011,146418,4799,0,0.25,0.75,0.75,0.25,0,541.5
RACE GARAGE SOCIETA' A RESPONSABILITA' LIMITATA,2,Small_buyer,1,10,7,150,2019,64676,25296,0,0.5,0.5,0.5,0.5,0,-17.5
Autohaus Lehr GmbH,11,Small_buyer,4,9,10,220,2018,35155,38282,0.272727273,0.636363636,0.090909091,0.181818182,0.727272727,0.090909091,974.8181818
"Grischa Noller KFZ Vermittlung, Inh. Grischa Noller",4,Small_buyer,2,1,3,87,2002,149958,1273,0,0.25,0.75,0.25,0.75,0,480.5
SAS GARAGE DU CENTRE,1,Small_buyer,1,8,1,143,2002,183219,851,0,0,1,0,1,0,228
Delta Auto Oy,6,Small_buyer,3,10,9,213,2020,18062,35991,0,1,0,0,0,1,1531
"A+T Automobile, Inh. Denis Aleksandrovic Aksakov",6,Small_buyer,3,8,5,90,2010,87276,3558,0,0.166666667,0.833333333,0,1,0,268.3333333
"AUTO MANGER, Inh. Stefan Manger",5,Small_buyer,3,9,4,99,1996,104779,2599,0,0,1,0.2,0.8,0,270.8
True Auto SH.P.K.,1,Small_buyer,1,9,4,170,2011,187739,11555,1,0,0,1,0,0,441
MILMIA AUTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,13,Small_buyer,4,4,5,82,2004,150108,1574,0,0.153846154,0.846153846,0,1,0,389.8461538
Forza Leasing Birkerød,12,Small_buyer,4,4,10,266,2018,46966,36160,0.25,0.75,0,0,0.5,0.5,643.4166667
Autohaus Overhoff GmbH,1,Small_buyer,1,10,5,177,2010,196230,20469,0,1,0,1,0,0,473
"Autohaus Fölsen, Inh. Horst Fölsen",1,Small_buyer,1,10,1,102,2003,152320,447,0,0,1,0,1,0,231
YOUNGTIMER AUTOS OUEST,3,Small_buyer,2,9,6,146,2006,131221,13323,0.333333333,0,0.666666667,0.333333333,0.666666667,0,527.6666667
TALLERES LAGE CUSTODIO SL,2,Small_buyer,1,9,4,222,2009,114844,7747,0,0.5,0.5,0.5,0.5,0,-497
"Low Parts  Germany, Inh. Thomas Fischer",8,Small_buyer,3,7,6,140,2007,116753,6113,0,0.125,0.875,0.25,0.75,0,-96
"Ceylan Automobile, Inh. Ömer Ceylan",1,Small_buyer,1,10,2,75,2012,65869,2098,0,0,1,0,1,0,-371
"AUTOLUX NMKA, Kemal Alacali",1,Small_buyer,1,10,3,105,2014,95836,8942,0,0,1,0,1,0,653
VARANDA & CORDEIRO LDA,1,Small_buyer,1,10,3,190,2005,244384,5195,0,1,0,1,0,0,285
BAKUMA SERHII,4,Small_buyer,2,1,4,148,2009,312220,3050,0.25,0.25,0.5,0.75,0.25,0,502.5
"Truck Center Schuster, Inh. Karl Schuster",13,Small_buyer,4,1,10,149,2018,89289,25362,0,0.230769231,0.769230769,1,0,0,1103.076923
IMP SPORT BILBAO SL,7,Small_buyer,3,4,9,207,2013,140539,17357,0,0.428571429,0.571428571,0.714285714,0.142857143,0.142857143,-157.8571429
GRCARS AUTOMOTIVE SL,1,Small_buyer,1,10,2,115,2010,145153,4852,0,0,1,1,0,0,524
Autohaus am Prinzert GmbH,8,Small_buyer,3,5,9,186,2017,44370,21712,0.125,0.375,0.5,0.375,0.5,0.125,621.125
LUCAR Rogowski Łukasz,1,Small_buyer,1,8,2,110,2011,104423,3550,0,0,1,0,1,0,277
GABRIEL MASALSKIJ I.V.,2,Small_buyer,1,10,4,197,2010,311922,8613,0,1,0,1,0,0,1752.5
Weirather GmbH,2,Small_buyer,1,10,5,137,2019,35356,16550,0,0,1,0,1,0,1078
GARAGE LAURENT BOCHET,1,Small_buyer,1,8,6,200,2022,11645,43000,1,0,0,1,0,0,1794
"LGBF AUTOMÓVEIS, UNIPESSOAL LDA",2,Small_buyer,1,10,4,117,2014,96054,9318,0.5,0,0.5,0.5,0.5,0,1071.5
EDUARDO MIGUEL RODRIGUES DOS SANTOS,3,Small_buyer,2,7,5,230,2009,189593,7051,0.333333333,0,0.666666667,0,1,0,235
"Firma Handlowa ""AUTO - KAM"" Konrad Kamiński",6,Small_buyer,3,10,6,129,2012,210058,7559,0.166666667,0,0.833333333,0.5,0.5,0,706.5
Auto Eise GmbH & Co. KG,1,Small_buyer,1,10,2,110,2001,170913,1403,0,0,1,0,1,0,295
B.M. HISTORIC CAR S.R.L.,2,Small_buyer,1,10,5,300,2005,167451,16567,0,0.5,0.5,0,1,0,2881.5
HARALD KAUFMANN GMBH & CO KG,2,Small_buyer,1,9,7,345,2010,92962,25128,0.5,0.5,0,0.5,0.5,0,993.5
CONELLA spol. s r. o.,21,Medium_buyer,6,5,7,112,2006,136293,3567,0.095238095,0,0.904761905,0.095238095,0.904761905,0,554.7619048
Libor Merta,1,Small_buyer,1,10,2,140,2008,219784,3010,0,0,1,1,0,0,915
"Autohaus Kunz, Inh. Wolfgang Kunz",11,Small_buyer,4,7,9,139,2015,63241,13909,0.090909091,0.181818182,0.727272727,0.181818182,0.818181818,0,869.8181818
KOMPLEX-CAR Kft,1,Small_buyer,1,10,2,100,2011,193783,3168,0,0,1,1,0,0,545
Doctech Solutions Korlátolt Felelősségű Társaság,14,Small_buyer,4,1,7,110,2010,124556,4752,0,0.071428571,0.928571429,0,0.928571429,0.071428571,325.2142857
MIGUEL ANGEL FERNANDEZ CEBRIAN,1,Small_buyer,1,8,4,205,2013,113681,15598,0,0,1,1,0,0,469
S&D AUTOMOBILES,1,Small_buyer,1,7,4,210,2013,124934,14652,1,0,0,0,1,0,-772
C S I AUTOMOTIVE LDA,1,Small_buyer,1,10,4,218,2015,171845,12770,0,0,1,1,0,0,962
CARROZZERIA AUTO DAZ DI DAZ VITTORIO,9,Small_buyer,3,5,9,135,2013,63845,14183,0.333333333,0,0.666666667,0.666666667,0.333333333,0,931.1111111
Kloster Biler Aps,7,Small_buyer,3,4,9,250,2019,34023,35301,0.285714286,0.714285714,0,0,0,1,1795.285714
VITOS-CARS ROBERT WITOS,1,Small_buyer,1,10,1,143,2005,384681,250,0,0,1,1,0,0,171
SORCAR SOC OFICINAS E REPRESENTACOES AUTOMOVEIS LDA,1,Small_buyer,1,9,2,80,2014,140612,4072,0,0,1,0,1,0,310
Torpedo Garage Südwest GmbH,1,Small_buyer,1,10,5,333,2018,43234,28299,0,1,0,0,1,0,824
"Kunz Automobile, Inh. Roman Kunz",2,Small_buyer,1,10,3,103,2011,95759,4374,0,0,1,0,1,0,379.5
Autohaus Falter GmbH,17,Medium_buyer,5,9,11,222,2018,32328,43659,0.294117647,0.647058824,0.058823529,0.470588235,0.529411765,0,1208.647059
TIRIAC AUTO SRL BUCURESTI - PUNCT DE LUCRU BRASOV,6,Small_buyer,3,8,9,189,2015,120583,17148,0.5,0.333333333,0.166666667,0.5,0.5,0,401.6666667
"Gebrauchtwagen-Center-Eicklingen, Inh. Robert Leiblich",8,Small_buyer,3,7,8,125,2015,54636,11324,0,0,1,0,1,0,745.25
Walter Autó Kft.,11,Small_buyer,4,7,8,123,2013,143386,7846,0,0,1,0.272727273,0.727272727,0,579.7272727
PONT IMPEX SRL,1,Small_buyer,1,8,3,140,2011,270689,7901,0,0,1,1,0,0,89
SAS ONLY CARS,1,Small_buyer,1,10,4,173,2014,54671,10100,0,0,1,1,0,0,412
"Autohaus-Kirchham, Inh. Mihdiye Erdogan",2,Small_buyer,1,4,3,80,2008,78513,4648,0,0,1,0.5,0.5,0,637.5
"CARSUITS, UNIPESSOAL LDA",1,Small_buyer,1,3,3,75,2013,73286,5060,0,0,1,0,1,0,-821
PANAT SRL,20,Medium_buyer,6,6,8,117,2009,197662,4373,0.1,0,0.9,0.6,0.4,0,624.6
ROYAL AUTOMOBILE MURES S.R.L.,7,Small_buyer,3,9,6,137,2012,188168,7030,0.571428571,0,0.428571429,0.857142857,0.142857143,0,630.5714286
V.O.F. AUTOBEDRIJF VAN DER WAL,3,Small_buyer,2,4,5,110,2012,126220,7107,0,0,1,0,1,0,990
LUYTEN AUTO'S V.O.F.,1,Small_buyer,1,10,2,60,2012,110723,4409,0,0,1,0,1,0,517
Auto Kahru OÜ,1,Small_buyer,1,5,4,190,2014,144295,14597,0,0,1,1,0,0,771
RS AUTO 24,3,Small_buyer,2,4,5,381,2007,195429,6791,0,1,0,0,1,0,-431.6666667
Stoyan Sachanov,1,Small_buyer,1,10,1,135,2005,147018,849,0,0,1,0,1,0,-851
Kestoauto Oy,1,Small_buyer,1,10,3,203,2010,189655,7648,1,0,0,0,1,0,909
Qfair Kft.,1,Small_buyer,1,10,1,65,2005,172326,681,0,0,1,0,1,0,208
BV AM BELGIE COMPANY,5,Small_buyer,3,10,2,65,2003,141407,667,0,0,1,0,1,0,264.2
PAG & CO EOOD,1,Small_buyer,1,5,2,143,2010,198916,4789,0,1,0,1,0,0,851
Mgr. Miroslav Kotol,5,Small_buyer,3,10,5,95,2009,213521,4940,0,0,1,0.6,0.4,0,551
ALBO AUTO 19 DOO BITOLA,1,Small_buyer,1,10,4,143,2013,129780,11046,0,0,1,1,0,0,771
