Days,Benfica - Stock,Benfica - League,Benfica - Home,Benfica - Opponent,Benfica - Spectators,Benfica - Ranking,Benfica - Points,Benfica - Entry Players,Benfica - Entry Values,Benfica - Exit Players,Benfica - Exit Values,Porto - Stock,Porto - League,Porto - Home,Porto - Opponent,Porto - Spectators,Porto - Ranking,Porto - Points,Porto - Entry Players,Porto - Entry Values,Porto - Exit Players,Porto - Exit Values,Sporting - Stock,Sporting - League,Sporting - Home,Sporting - Opponent,Sporting - Spectators,Sporting - Ranking,Sporting - Points,Sporting - Entry Players,Sporting - Entry Values,Sporting - Exit Players,Sporting - Exit Values,Ajax - Stock,Ajax - League,Ajax - Home,Ajax - Opponent,Ajax - Spectators,Ajax - Ranking,Ajax - Points,Ajax - Entry Players,Ajax - Entry Values,Ajax - Exit Players,Ajax - Exit Values,Dortmund - Stock,Dortmund - League,Dortmund - Home,Dortmund - Opponent,Dortmund - Spectators,Dortmund - Ranking,Dortmund - Points,Dortmund - Entry Players,Dortmund - Entry Values,Dortmund - Exit Players,Dortmund - Exit Values,Juventus - Stock,Juventus - League,Juventus - Home,Juventus - Opponent,Juventus - Spectators,Juventus - Ranking,Juventus - Points,Juventus - Entry Players,Juventus - Entry Values,Juventus - Exit Players,Juventus - Exit Values,Manchester United - Stock,Manchester United - League,Manchester United - Home,Manchester United - Opponent,Manchester United - Spectators,Manchester United - Ranking,Manchester United - Points,Manchester United - Entry Players,Manchester United - Entry Values,Manchester United - Exit Players,Manchester United - Exit Values,Lyon - Stock,Lyon - League,Lyon - Home,Lyon - Opponent,Lyon - Spectators,Lyon - Ranking,Lyon - Points,Lyon - Entry Players,Lyon - Entry Values,Lyon - Exit Players,Lyon - Exit Values,Copenhagen - Stock,Copenhagen - League,Copenhagen - Home,Copenhagen - Opponent,Copenhagen - Spectators,Copenhagen - Ranking,Copenhagen - Points,Copenhagen - Entry Players,Copenhagen - Entry Values,Copenhagen - Exit Players,Copenhagen - Exit Values,Braga - Stock,Braga - League,Braga - Home,Braga - Opponent,Braga - Spectators,Braga - Ranking,Braga - Points,Braga - Entry Players,Braga - Entry Values,Braga - Exit Players,Braga - Exit Values,Roma - Stock,Roma - League,Roma - Home,Roma - Opponent,Roma - Spectators,Roma - Ranking,Roma - Points,Roma - Entry Players,Roma - Entry Values,Roma - Exit Players,Roma - Exit Values,Milan - Stock,Milan - League,Milan - Home,Milan - Opponent,Milan - Spectators,Milan - Ranking,Milan - Points,Milan - Entry Players,Milan - Entry Values,Milan - Exit Players,Milan - Exit Values
30/07/2021,4.250,,,,,,,,,,,4.250,,,,,,,,,,,4.250,,,,,,,,,1,€0,4.250,,,,,,,,,,,4.250,,,,,,,,,,,4.250,,,,,,,,,,,4.250,,,,,,,,,,,4.250,,,,,,,,,,,4.250,,,,,,,,,1,"€1,500,000",4.250,,,,,,,,,,,4.250,,,,,,,,,1,"€70,000",4.250,,,,,,,,,,
29/07/2021,4.170,,,,,,,,,1,"€1,500,000",4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,2ª eliminatória,F,Torpedo Zhodino,x,,3,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,,4.170,,,,,,,,,,
28/07/2021,4.110,,,,,,,,,,,4.110,,,,,,,,,,,4.110,,,,,,,,,1,€0,4.110,,,,,,,,,,,4.110,,,,,,,,,,,4.110,,,,,,,,,,,4.110,,,,,,,,,,,4.110,,,,,,,,,1,"€17,500,000",4.110,,,,,,,,,,,4.110,,,,,,,,,,,4.110,,,,,,,,,,,4.110,,,,,,,,,,
27/07/2021,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,1,"€30,000,000",,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,,4.280,,,,,,,,,,
26/07/2021,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,,4.400,,,,,,,,,,
25/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.000,C,Silkeborg IF,11702,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2021,4.430,,,,,,,1,"€6,000,000",,,4.430,,,,,,,,,,,4.430,,,,,,,,,,,4.430,,,,,,,,,,,4.430,,,,,,,,,1,"€85,000,000",4.430,,,,,,,,,,,4.430,,,,,,,1,"€85,000,000",,,4.430,,,,,,,,,,,4.430,,,,,,,,,,,4.430,,,,,,,,,,,4.430,,,,,,,,,,,4.430,,,,,,,,,,
22/07/2021,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,2ª eliminatória,C,Torpedo Zhodino,8636,,3,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,,4.120,,,,,,,,,,
21/07/2021,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,,3.990,,,,,,,,,,
20/07/2021,3.700,,,,,,,,,1,"€1,500,000",3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,,3.700,,,,,,,,,,
19/07/2021,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,,3.520,,,,,,,,,,
18/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000,C,Aalborg BK,13326,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€5,400,000",,
17/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"€2,850,000",,
16/07/2021,4.140,,,,,,,,,,,4.140,,,,,,,,,,,4.140,,,,,,,,,,,4.140,,,,,,,1,"€5,500,000",1,"€5,000,000",4.140,,,,,,,,,,,4.140,,,,,,,,,,,4.140,,,,,,,,,,,4.140,,,,,,,,,1,"€3,000,000",4.140,,,,,,,,,,,4.140,,,,,,,,,,,4.140,,,,,,,,,,,4.140,,,,,,,,,,
15/07/2021,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,,3.600,,,,,,,,,,
14/07/2021,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,,,3.200,,,,,,,,,1,€0
13/07/2021,3.030,,,,,,,1,€0,,,3.030,,,,,,,,,,,3.030,,,,,,,,,,,3.030,,,,,,,,,,,3.030,,,,,,,,,,,3.030,,,,,,,,,,,3.030,,,,,,,,,,,3.030,,,,,,,,,1,€0,3.030,,,,,,,,,,,3.030,,,,,,,,,1,€0,3.030,,,,,,,1,"€11,800,000",,,3.030,,,,,,,,,,
12/07/2021,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,
11/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2021,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,
08/07/2021,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,,2.890,,,,,,,,,,
07/07/2021,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,,2.910,,,,,,,,,,
06/07/2021,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,,3.080,,,,,,,,,,
05/07/2021,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,,3.090,,,,,,,,,,
04/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2021,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,,3.010,,,,,,,,,,
01/07/2021,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,,2.990,,,,,,,,,,
30/06/2021,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,,3.150,,,,,,,,,,
29/06/2021,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,,3.000,,,,,,,,,,
28/06/2021,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,,2.830,,,,,,,,,,
27/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2021,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,
24/06/2021,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,,2.900,,,,,,,,,,
23/06/2021,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,
22/06/2021,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,
21/06/2021,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,
20/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2021,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,
17/06/2021,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,
16/06/2021,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,,2.820,,,,,,,,,,
15/06/2021,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,,2.790,,,,,,,,,,
14/06/2021,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,,2.870,,,,,,,,,,
13/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2021,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,
10/06/2021,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,,2.850,,,,,,,,,,
09/06/2021,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,,2.880,,,,,,,,,,
08/06/2021,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,1,"€250,000",2.950,,,,,,,,,,,2.950,,,,,,,,,,,2.950,,,,,,,,,,
07/06/2021,2.800,,,,,,,,,1,"€2,000,000",2.800,,,,,,,1,"€2,500,000",,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,1,"€2,500,000",,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,
06/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2021,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,,2.760,,,,,,,,,,
03/06/2021,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,
02/06/2021,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,1,€0,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,
01/06/2021,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,
31/05/2021,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,
30/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2021,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,
27/05/2021,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,,2.770,,,,,,,,,,
26/05/2021,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,Final,F,FC Villarreal,9500,,0,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,,2.810,,,,,,,,,,
25/05/2021,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,
24/05/2021,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,32.000,F,Randers FC,3756,,0,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,,2.780,,,,,,,,,,
23/05/2021,,Final,F,Braga,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.000,F,Bolonha,x,,3,,,,,,38.000,F,Wolves,,,3,,,,,,38.000,C,OGC Nice,x,4,0,,,,,,,,,,,,,,,,,Final,C,Benfica,,,3,,,,,,38.000,F,Spezia Calcio,x,,1,,,,,,38.000,F,Atalanta BC,x,3,3,,,,
22/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.000,C,Leverkusen,x,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2021,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,,2.710,,,,,,,,,,
20/05/2021,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,,2.800,,,,,,,,,,
19/05/2021,2.740,34.000,F,Vitória SC,,,3,,,,,2.740,34.000,C,B SAD,,,3,,,,,2.740,34.000,C,Marítimo,,,3,,,,,2.740,,,,,,,,,,,2.740,,,,,,,,,,,2.740,Final,F,Atalanta BC,4300,,3,,,,,2.740,,,,,,,,,,,2.740,,,,,,,,,,,2.740,31.000,C,FC Midtjylland,10927,,3,,,,,2.740,34.000,F,Portimonense,,,1,,,,,2.740,,,,,,,,,,,2.740,,,,,,,,,,
18/05/2021,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,37.000,C,FC Fulham,10000,,1,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,,2.750,,,,,,,,,,
